id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director
3065,Dream of a Cossack,Kavalier zolotoy zvezdy,Yuli Raizman,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Dream_of_a_Cossack,https://en.wikipedia.org/wiki/Yuli_Raizman
3066,Edward and Caroline,Édouard et Caroline,Jacques Becker,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Edward_and_Caroline,https://en.wikipedia.org/wiki/Jacques_Becker
3067,The Falling Star,Der Fallende Stern,Harald Braun,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Falling_Star,https://en.wikipedia.org/wiki/Harald_Braun
3068,The Forbidden Christ,Il Cristo proibito,Curzio Malaparte,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Forbidden_Christ,https://en.wikipedia.org/wiki/Curzio_Malaparte
3069,Four in a Jeep,Die Vier im Jeep,Leopold Lindtberg,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Four_in_a_Jeep,https://en.wikipedia.org/wiki/Leopold_Lindtberg
3070,The Honesty of the Lock,La honradez de la cerradura,Luis Escobar,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Honesty_of_the_Lock,https://en.wikipedia.org/wiki/Luis_Escobar_Kirkpatrick
3071,Los Isleros,N/A,Lucas Demare,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Los_Isleros,https://en.wikipedia.org/wiki/Lucas_Demare
3072,"Juliette, or Key of Dreams",Juliette ou La clef des songes,Marcel Carné,N/A,0,cannes,1951,"https://en.wikipedia.org/wiki/Juliette,_or_Key_of_Dreams",https://en.wikipedia.org/wiki/Marcel_Carn%C3%A9
3073,Különös házasság,N/A,Márton Keleti,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/K%C3%BCl%C3%B6n%C3%B6s_h%C3%A1zass%C3%A1g,https://en.wikipedia.org/wiki/M%C3%A1rton_Keleti
3074,The Last Mission,Teleftaia apostoli,Nikos Tsiforos,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Last_Mission,https://en.wikipedia.org/wiki/Nikos_Tsiforos
3075,The Marihuana Story,Marihuana,León Klimovsky,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Marihuana_Story,https://en.wikipedia.org/wiki/Le%C3%B3n_Klimovsky
3076,Miracle in Milan,Miracolo a Milano,Vittorio De Sica,N/A,1,cannes,1951,https://en.wikipedia.org/wiki/Miracle_in_Milan,https://en.wikipedia.org/wiki/Vittorio_De_Sica
3077,Mirror of Holland,Spiegel van Holland,Bert Haanstra,N/A,1,cannes,1951,https://en.wikipedia.org/wiki/Mirror_of_Holland,https://en.wikipedia.org/wiki/Bert_Haanstra
3078,Miss Julie,Fröken Julie,Alf Sjöberg,N/A,1,cannes,1951,https://en.wikipedia.org/wiki/Miss_Julie_(1951_film),https://en.wikipedia.org/wiki/Alf_Sj%C3%B6berg
3079,Mussorgsky,Musorgskiy,Grigori Roshal,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Mussorgsky_(film),https://en.wikipedia.org/wiki/Grigori_Roshal
3080,The New China,Osvobozhdyonnyy kitay,Sergei Gerasimov,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_New_China,https://en.wikipedia.org/wiki/Sergei_Gerasimov_(film_director)
3081,Los Olvidados,N/A,Luis Buñuel,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Los_Olvidados,https://en.wikipedia.org/wiki/Luis_Bu%C3%B1uel
3082,Paris Vice Squad,Identité judiciaire,Hervé Bromberger,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Paris_Vice_Squad,https://en.wikipedia.org/wiki/Herv%C3%A9_Bromberger
3083,Path of Hope,Il Cammino della speranza,Pietro Germi,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Path_of_Hope,https://en.wikipedia.org/wiki/Pietro_Germi
3084,A Place in the Sun,N/A,George Stevens,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/A_Place_in_the_Sun_(film),https://en.wikipedia.org/wiki/George_Stevens
3085,Reckless,Balarrasa,José Antonio Nieves Conde,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Reckless_(1951_film),https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Nieves_Conde
3086,Rumbo,N/A,Ramón Torrado,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Rumbo_(film),https://en.wikipedia.org/wiki/Ram%C3%B3n_Torrado
3087,Side Street Story,Napoli milionaria,Eduardo De Filippo,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Side_Street_Story,https://en.wikipedia.org/wiki/Eduardo_De_Filippo
3088,The Sin of Harold Diddlebock,N/A,Preston Sturges,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Sin_of_Harold_Diddlebock,https://en.wikipedia.org/wiki/Preston_Sturges
3089,The Tales of Hoffmann,N/A,"Michael Powell, Emeric Pressburger",N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Tales_of_Hoffmann_(film),https://en.wikipedia.org/wiki/Michael_Powell_(director) https://en.wikipedia.org/wiki/Emeric_Pressburger
3090,Die Tödlichen Träume,N/A,Paul Martin,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Die_T%C3%B6dlichen_Tr%C3%A4ume,https://en.wikipedia.org/wiki/Paul_Martin_(director)
3091,The Trap,Past,Martin Frič,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Trap_(1950_film),https://en.wikipedia.org/wiki/Martin_Fri%C4%8D
3092,Unvanquished City,Robinson warszawski,Jerzy Zarzycki,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/Unvanquished_City,https://en.wikipedia.org/wiki/Jerzy_Zarzycki
3093,La Virgen gitana,N/A,Ramón Torrado,N/A,0,cannes,1951,https://en.wikipedia.org/wiki/La_Virgen_gitana,https://en.wikipedia.org/wiki/Ram%C3%B3n_Torrado
3094,The Yacht Isabel Arrived This Afternoon,La Balandra Isabel llegó esta tarde,"Carlos Hugo Christensen, Luis Guillermo Villegas Blanco",N/A,0,cannes,1951,https://en.wikipedia.org/wiki/The_Yacht_Isabel_Arrived_This_Afternoon,https://en.wikipedia.org/wiki/Carlos_Hugo_Christensen https://en.wikipedia.org/w/index.php?title=Luis_Guillermo_Villegas_Blanco&action=edit&redlink=1
3095,The Absentee,La Ausente,Julio Bracho,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/The_Absentee_(1951_film),https://en.wikipedia.org/wiki/Julio_Bracho
3096,An American in Paris,N/A,Vincente Minnelli,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/An_American_in_Paris_(film),https://en.wikipedia.org/wiki/Vincente_Minnelli
3097,Ascent to Heaven,Subida al cielo,Luis Buñuel,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Ascent_to_Heaven,https://en.wikipedia.org/wiki/Luis_Bu%C3%B1uel
3098,Cops and Robbers,Guardie e ladri,"Mario Monicelli, Steno",N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Cops_and_Robbers_(1951_film),https://en.wikipedia.org/wiki/Mario_Monicelli https://en.wikipedia.org/wiki/Stefano_Vanzina
3099,"Cry, the Beloved Country",N/A,Zoltán Korda,N/A,0,cannes,1952,"https://en.wikipedia.org/wiki/Cry,_the_Beloved_Country_(1951_film)",https://en.wikipedia.org/wiki/Zolt%C3%A1n_Korda
3100,Dead City,Nekri politeia,Frixos Iliadis,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Dead_City_(film),https://en.wikipedia.org/w/index.php?title=Frixos_Iliadis&action=edit&redlink=1
3101,Desires,Das Letzte Rezept,Rolf Hansen,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Desires_(film),https://en.wikipedia.org/wiki/Rolf_Hansen_(director)
3102,Detective Story,N/A,William Wyler,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Detective_Story_(1951_film),https://en.wikipedia.org/wiki/William_Wyler
3103,A Devil of a Woman,Der Weibsteufel,Wolfgang Liebeneiner,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/A_Devil_of_a_Woman,https://en.wikipedia.org/wiki/Wolfgang_Liebeneiner
3104,Emergency Landing,Nødlanding,Arne Skouen,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Emergency_Landing_(1952_film),https://en.wikipedia.org/wiki/Arne_Skouen
3105,Encore,N/A,"Harold French, Pat Jackson, Anthony Pelissier",N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Encore_(1951_film),https://en.wikipedia.org/wiki/Harold_French https://en.wikipedia.org/wiki/Pat_Jackson https://en.wikipedia.org/wiki/Anthony_Pelissier
3106,The Evil Forest,Parsifal,"Daniel Mangrané, Carlos Serrano de Osma",N/A,0,cannes,1952,https://en.wikipedia.org/wiki/The_Evil_Forest,https://en.wikipedia.org/wiki/Daniel_Mangran%C3%A9 https://en.wikipedia.org/w/index.php?title=Carlos_Serrano_de_Osma&action=edit&redlink=1
3107,Fanfan la Tulipe,N/A,Christian-Jaque,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Fanfan_la_Tulipe,https://en.wikipedia.org/wiki/Christian-Jaque
3108,Furrows,Surcos,José Antonio Nieves Conde,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Furrows_(film),https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Nieves_Conde
3109,The Immortal Song,Amar Bhoopali,V. Shantaram,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/The_Immortal_Song,https://en.wikipedia.org/wiki/V._Shantaram
3110,María Morena,N/A,"José María Forqué, Pedro Lazaga",N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Mar%C3%ADa_Morena,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Forqu%C3%A9 https://en.wikipedia.org/wiki/Pedro_Lazaga
3111,Man in the Storm,Arashi no naka no haha,Kiyoshi Saeki,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Man_in_the_Storm,https://en.wikipedia.org/w/index.php?title=Kiyoshi_Saeki&action=edit&redlink=1
3112,The Medium,N/A,Gian Carlo Menotti,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/The_Medium_(1951_film),https://en.wikipedia.org/wiki/Gian_Carlo_Menotti
3113,Nami,N/A,Noboru Nakamura,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Nami_(film),https://en.wikipedia.org/wiki/Noboru_Nakamura
3114,A Night of Love,Lailat gharam,Ahmed Badrakhan,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/A_Night_of_Love_(1951_film),https://en.wikipedia.org/wiki/Ahmed_Badrakhan
3115,No Greater Love,Herz der Welt,Harald Braun,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/No_Greater_Love_(1952_film),https://en.wikipedia.org/wiki/Harald_Braun
3116,One Summer of Happiness,Hon dansade en sommar,Arne Mattsson,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/One_Summer_of_Happiness,https://en.wikipedia.org/wiki/Arne_Mattsson
3117,Othello,N/A,Orson Welles,N/A,1,cannes,1952,https://en.wikipedia.org/wiki/Othello_(1952_film),https://en.wikipedia.org/wiki/Orson_Welles
3118,The Overcoat,Il Cappotto,Alberto Lattuada,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/The_Overcoat_(1952_film),https://en.wikipedia.org/wiki/Alberto_Lattuada
3119,Pasó en mi barrio,N/A,Mario Soffici,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Pas%C3%B3_en_mi_barrio,https://en.wikipedia.org/wiki/Mario_Soffici
3120,The Smugglers' Banquet,Le Banquet des fraudeurs,Henri Storck,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/The_Smugglers%27_Banquet,https://en.wikipedia.org/wiki/Henri_Storck
3121,Son of the Nile (film),Ibn el-Nil,Youssef Chahine,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Son_of_the_Nile_(film),https://en.wikipedia.org/wiki/Youssef_Chahine
3122,The Tale of Genji,Genji monogatari,Kōzaburō Yoshimura,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/The_Tale_of_Genji_(1951_film),https://en.wikipedia.org/wiki/K%C5%8Dzabur%C5%8D_Yoshimura
3123,Three Women,Trois femmes,André Michel,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Three_Women_(1952_film),https://en.wikipedia.org/wiki/Andr%C3%A9_Michel
3124,Tico-Tico no Fubá,N/A,Adolfo Celi,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Tico-Tico_no_Fub%C3%A1_(film),https://en.wikipedia.org/wiki/Adolfo_Celi
3125,Two Cents Worth of Hope,Due soldi di speranza,Renato Castellani,N/A,1,cannes,1952,https://en.wikipedia.org/wiki/Two_Cents_Worth_of_Hope,https://en.wikipedia.org/wiki/Renato_Castellani
3126,Umberto D.,N/A,Vittorio De Sica,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Umberto_D.,https://en.wikipedia.org/wiki/Vittorio_De_Sica
3127,Under the Thousand Lanterns,Unter den tausend Laternen,Erich Engel,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Under_the_Thousand_Lanterns,https://en.wikipedia.org/wiki/Erich_Engel
3128,Viva Zapata!,N/A,Elia Kazan,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/Viva_Zapata!,https://en.wikipedia.org/wiki/Elia_Kazan
3129,We Are All Murderers,Nous sommes tous des assassins,André Cayatte,N/A,0,cannes,1952,https://en.wikipedia.org/wiki/We_Are_All_Murderers,https://en.wikipedia.org/wiki/Andr%C3%A9_Cayatte
3130,1. April 2000,N/A,Wolfgang Liebeneiner,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/1._April_2000_(film),https://en.wikipedia.org/wiki/Wolfgang_Liebeneiner
3131,Awaara,N/A,Raj Kapoor,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Awaara,https://en.wikipedia.org/wiki/Raj_Kapoor
3132,The Bandit of Brazil,O Cangaceiro,Lima Barreto,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/The_Bandit_of_Brazil,https://en.wikipedia.org/wiki/Lima_Barreto_(director)
3133,Barabbas,N/A,Alf Sjöberg,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Barabbas_(1953_film),https://en.wikipedia.org/wiki/Alf_Sj%C3%B6berg
3134,Bongolo,N/A,André Cauvin,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Bongolo_(film),https://en.wikipedia.org/wiki/Andr%C3%A9_Cauvin
3135,Call Me Madam,N/A,Walter Lang,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Call_Me_Madam_(film),https://en.wikipedia.org/wiki/Walter_Lang
3136,Children of Hiroshima,N/A,Kaneto Shindō,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Children_of_Hiroshima,https://en.wikipedia.org/wiki/Kaneto_Shind%C5%8D
3137,"Come Back, Little Sheba",N/A,Daniel Mann,N/A,0,cannes,1953,"https://en.wikipedia.org/wiki/Come_Back,_Little_Sheba_(1952_film)",https://en.wikipedia.org/wiki/Daniel_Mann
3138,Dedication of the Great Buddha,Daibutsu kaigen,Teinosuke Kinugasa,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Dedication_of_the_Great_Buddha,https://en.wikipedia.org/wiki/Teinosuke_Kinugasa
3139,Doña Francisquita,N/A,Ladislao Vajda,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Do%C3%B1a_Francisquita_(film),https://en.wikipedia.org/wiki/Ladislao_Vajda
3140,Él,N/A,Luis Buñuel,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/%C3%89l_(film),https://en.wikipedia.org/wiki/Luis_Bu%C3%B1uel
3141,Emergency Ward,Sala de guardia,Tulio Demicheli,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Emergency_Ward_(film),https://en.wikipedia.org/wiki/Tulio_Demicheli
3142,Endless Horizons,Horizons sans fin,Jean Dréville,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Endless_Horizons,https://en.wikipedia.org/wiki/Jean_Dr%C3%A9ville
3143,Flamenco,Duende y misterio del flamenco,Edgar Neville,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Flamenco_(1952_film),https://en.wikipedia.org/wiki/Edgar_Neville
3144,For the Sake of My Intemperate Youth,För min heta ungdoms skull,Arne Mattsson,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/For_the_Sake_of_My_Intemperate_Youth,https://en.wikipedia.org/wiki/Arne_Mattsson
3145,Gendai-jin,N/A,Minoru Shibuya,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Gendai-jin,https://en.wikipedia.org/wiki/Minoru_Shibuya
3146,Green Magic,Magia verde,Gian Gaspare Napolitano,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Green_Magic,https://en.wikipedia.org/wiki/Gian_Gaspare_Napolitano
3147,The Heart of the Matter,N/A,George More O'Ferrall,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/The_Heart_of_the_Matter_(film),https://en.wikipedia.org/wiki/George_More_O%27Ferrall
3148,I Confess,N/A,Alfred Hitchcock,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/I_Confess_(film),https://en.wikipedia.org/wiki/Alfred_Hitchcock
3149,Intimate Relations,N/A,Charles Frank,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Intimate_Relations_(1953_film),https://en.wikipedia.org/w/index.php?title=Charles_Frank_(director)&action=edit&redlink=1
3150,Light in the High Plains,Luz en el páramo,Víctor Urruchúa,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Light_in_the_High_Plains,https://en.wikipedia.org/wiki/V%C3%ADctor_Urruch%C3%BAa
3151,Lili,N/A,Charles Walters,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Lili,https://en.wikipedia.org/wiki/Charles_Walters
3152,Monsieur Hulot's Holiday,Les vacances de Monsieur Hulot,Jacques Tati,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Monsieur_Hulot%27s_Holiday,https://en.wikipedia.org/wiki/Jacques_Tati
3153,Perfidy,Nevjera,Vladimir Pogacic,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Perfidy_(film),https://en.wikipedia.org/wiki/Vladimir_Pogacic
3154,Peter Pan,N/A,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson",N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Peter_Pan_(1953_film),https://en.wikipedia.org/wiki/Hamilton_Luske https://en.wikipedia.org/wiki/Clyde_Geronimi https://en.wikipedia.org/wiki/Wilfred_Jackson
3155,Rosanna,La red,Emilio Fernández,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Rosanna_(film),https://en.wikipedia.org/wiki/Emilio_Fern%C3%A1ndez
3156,The Sun Shines Bright,N/A,John Ford,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/The_Sun_Shines_Bright,https://en.wikipedia.org/wiki/John_Ford
3157,Terminal Station,N/A,Vittorio De Sica,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Terminal_Station_(film),https://en.wikipedia.org/wiki/Vittorio_De_Sica
3158,Las Tres perfectas casadas,N/A,Roberto Gavaldón,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Las_Tres_perfectas_casadas,https://en.wikipedia.org/wiki/Roberto_Gavald%C3%B3n
3159,La vie passionnée de Clémenceau,N/A,Gilbert Prouteau,N/A,0,cannes,1953,https://en.wikipedia.org/w/index.php?title=La_vie_passionn%C3%A9e_de_Cl%C3%A9menceau&action=edit&redlink=1,https://en.wikipedia.org/wiki/Gilbert_Prouteau
3160,The Village,Sie fanden eine Heimat,Leopold Lindtberg,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/The_Village_(1953_film),https://en.wikipedia.org/wiki/Leopold_Lindtberg
3161,The Wages of Fear,N/A,Henri-Georges Clouzot,N/A,1,cannes,1953,https://en.wikipedia.org/wiki/The_Wages_of_Fear,https://en.wikipedia.org/wiki/Henri-Georges_Clouzot
3162,The Wayward Wife,La provinciale,Mario Soldati,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/The_Wayward_Wife,https://en.wikipedia.org/wiki/Mario_Soldati
3163,Welcome Mr. Marshall!,N/A,Luis García Berlanga,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/Welcome_Mr._Marshall!,https://en.wikipedia.org/wiki/Luis_Garc%C3%ADa_Berlanga
3164,The White Reindeer,Valkoinen peura,Erik Blomberg,N/A,0,cannes,1953,https://en.wikipedia.org/wiki/The_White_Reindeer,https://en.wikipedia.org/wiki/Erik_Blomberg
3165,Adventures of the Barber of Seville,Aventuras del barbero de Sevilla,Ladislao Vajda,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Adventures_of_the_Barber_of_Seville,https://en.wikipedia.org/wiki/Ladislao_Vajda
3166,All Is Possible in Granada,Todo es posible en Granada,"Carlos Blanco, José Luis Sáenz de Heredia",N/A,0,cannes,1954,https://en.wikipedia.org/wiki/All_Is_Possible_in_Granada_(1954_film),https://en.wikipedia.org/wiki/Carlos_Blanco_(writer) https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_S%C3%A1enz_de_Heredia
3167,As Long as You're Near Me,Solange Du da bist,Harald Braun,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/As_Long_as_You%27re_Near_Me,https://en.wikipedia.org/wiki/Harald_Braun
3168,Before the Deluge,Avant le déluge,André Cayatte,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Before_the_Deluge,https://en.wikipedia.org/wiki/Andr%C3%A9_Cayatte
3169,Beneath the 12-Mile Reef,N/A,Robert D. Webb,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Beneath_the_12-Mile_Reef,https://en.wikipedia.org/wiki/Robert_D._Webb
3170,The Boy and the Fog,El Niño y la niebla,Roberto Gavaldón,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Boy_and_the_Fog,https://en.wikipedia.org/wiki/Roberto_Gavald%C3%B3n
3171,Bread of Love,Kärlekens bröd,Arne Mattsson,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Bread_of_Love,https://en.wikipedia.org/wiki/Arne_Mattsson
3172,Chronicle of Poor Lovers,Cronache di poveri amanti,Carlo Lizzani,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Chronicle_of_Poor_Lovers,https://en.wikipedia.org/wiki/Carlo_Lizzani
3173,Circus Fandango,Cirkus Fandango,Arne Skouen,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Circus_Fandango,https://en.wikipedia.org/wiki/Arne_Skouen
3174,Comedians,Cómicos,Juan Antonio Bardem,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Comedians_(1954_film),https://en.wikipedia.org/wiki/Juan_Antonio_Bardem
3175,Five Boys from Barska Street,Piatka z ulicy Barskiej,Aleksander Ford,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Five_Boys_from_Barska_Street,https://en.wikipedia.org/wiki/Aleksander_Ford
3176,Flesh and the Woman,Le Grand Jeu,Robert Siodmak,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Flesh_and_the_Woman,https://en.wikipedia.org/wiki/Robert_Siodmak
3177,From Here to Eternity,N/A,Fred Zinnemann,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/From_Here_to_Eternity,https://en.wikipedia.org/wiki/Fred_Zinnemann
3178,Gate of Hell,N/A,Teinosuke Kinugasa,N/A,1,cannes,1954,https://en.wikipedia.org/wiki/Gate_of_Hell_(film),https://en.wikipedia.org/wiki/Teinosuke_Kinugasa
3179,The Great Adventure,Det Stora Ädventyret,Arne Sucksdorff,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Great_Adventure_(1953_film),https://en.wikipedia.org/wiki/Arne_Sucksdorff
3180,The Great Warrior Skanderbeg,Velikiy voin Albanii Skanderbeg,Sergei Yutkevich,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Great_Warrior_Skanderbeg,https://en.wikipedia.org/wiki/Sergei_Yutkevich
3181,An Inlet of Muddy Water,Nigorie,Tadashi Imai,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/An_Inlet_of_Muddy_Water,https://en.wikipedia.org/wiki/Tadashi_Imai
3182,The Kidnappers,N/A,Philip Leacock,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Kidnappers,https://en.wikipedia.org/wiki/Philip_Leacock
3183,Kiskrajcár,N/A,Márton Keleti,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Kiskrajc%C3%A1r,https://en.wikipedia.org/wiki/M%C3%A1rton_Keleti
3184,Knave of Hearts,N/A,René Clément,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Knave_of_Hearts_(film),https://en.wikipedia.org/wiki/Ren%C3%A9_Cl%C3%A9ment
3185,Knights of the Round Table,N/A,Richard Thorpe,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Knights_of_the_Round_Table_(film),https://en.wikipedia.org/wiki/Richard_Thorpe
3186,Komedianti,N/A,Vladimír Vlcek,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Komedianti,https://en.wikipedia.org/w/index.php?title=Vladim%C3%ADr_Vlcek&action=edit&redlink=1
3187,The Last Bridge,Die Letzte Brücke,Helmut Käutner,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Last_Bridge,https://en.wikipedia.org/wiki/Helmut_K%C3%A4utner
3188,Little Boy Lost,N/A,George Seaton,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Little_Boy_Lost_(1953_film),https://en.wikipedia.org/wiki/George_Seaton
3189,The Living Desert,N/A,"Walt Disney, James Algar",N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Living_Desert,https://en.wikipedia.org/wiki/Walt_Disney https://en.wikipedia.org/wiki/James_Algar
3190,Love in a Hot Climate,Sangre y luces,"Georges Rouquier, Ricardo Muñoz Suay",N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Love_in_a_Hot_Climate,https://en.wikipedia.org/wiki/Georges_Rouquier https://en.wikipedia.org/wiki/Ricardo_Mu%C3%B1oz_Suay
3191,Love Letter,Koibumi,Kinuyo Tanaka,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Love_Letter_(1953_film),https://en.wikipedia.org/wiki/Kinuyo_Tanaka
3192,Maddalena,N/A,Augusto Genina,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Maddalena_(1954_film),https://en.wikipedia.org/wiki/Augusto_Genina
3193,Man of Africa,N/A,Cyril Frankel,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Man_of_Africa,https://en.wikipedia.org/wiki/Cyril_Frankel
3194,Marina's Destiny,Sudba Mariny,"Isaak Shmaruk, Viktor Ivchenko",N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Marina%27s_Destiny,https://en.wikipedia.org/w/index.php?title=Isaak_Shmaruk&action=edit&redlink=1 https://en.wikipedia.org/wiki/Viktor_Ivchenko
3195,The Martyr of Calvary,El Mártir del Calvario,Miguel Morayta,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Martyr_of_Calvary,https://en.wikipedia.org/wiki/Miguel_Morayta
3196,Mayurpankh,N/A,Kishore Sahu,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Mayurpankh,https://en.wikipedia.org/wiki/Kishore_Sahu
3197,Memories of a Mexican,Memorias de un Mexicano,Carmen Toscano,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/Memories_of_a_Mexican,https://en.wikipedia.org/wiki/Carmen_Toscano
3198,The Monster,El Wahsh,Salah Abu Seif,N/A,0,cannes,1954,https://en.wikipedia.org/wiki/The_Monster_(1954_film),https://en.wikipedia.org/wiki/Salah_Abu_Seif
