id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director
2598,First Light of Dawn,Prime luci dell'alba,Lucio Gaudino,Italy,0,berlin,2000,https://en.wikipedia.org/wiki/First_Light_of_Dawn,https://en.wikipedia.org/w/index.php?title=Lucio_Gaudino&action=edit&redlink=1
2599,Russkiy bunt,Русский бунт,Aleksandr Proshkin,"Russia, France",0,berlin,2000,https://en.wikipedia.org/w/index.php?title=Russkiy_bunt&action=edit&redlink=1,https://en.wikipedia.org/wiki/Aleksandr_Proshkin
2600,Signs and Wonders,Signs & Wonders,Jonathan Nossiter,France,0,berlin,2000,https://en.wikipedia.org/wiki/Signs_and_Wonders_(film),https://en.wikipedia.org/wiki/Jonathan_Nossiter
2601,The Legend of Rita,Die Stille nach dem Schuß,Volker Schlöndorff,Germany,0,berlin,2000,https://en.wikipedia.org/wiki/The_Legend_of_Rita,https://en.wikipedia.org/wiki/Volker_Schl%C3%B6ndorff
2602,The Talented Mr. Ripley,The Talented Mr. Ripley,Anthony Minghella,USA,0,berlin,2000,https://en.wikipedia.org/wiki/The_Talented_Mr._Ripley_(film),https://en.wikipedia.org/wiki/Anthony_Minghella
2603,Water Drops on Burning Rocks,Gouttes d'eau sur pierres brûlantes,François Ozon,France,0,berlin,2000,https://en.wikipedia.org/wiki/Water_Drops_on_Burning_Rocks,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Ozon
2604,The Island Tales,有时跳舞,Stanley Kwan,"Japan, Hong Kong, China",0,berlin,2000,https://en.wikipedia.org/w/index.php?title=The_Island_Tales&action=edit&redlink=1,https://en.wikipedia.org/wiki/Stanley_Kwan
2605,Of Woman and Magic,La chambre des magiciennes,Claude Miller,France,0,berlin,2000,https://en.wikipedia.org/w/index.php?title=Of_Woman_and_Magic&action=edit&redlink=1,https://en.wikipedia.org/wiki/Claude_Miller
2606,The Ignorant Fairies,Le fate Ignoranti,Ferzan Özpetek,"France, Italy",0,berlin,2001,https://en.wikipedia.org/wiki/The_Ignorant_Fairies,https://en.wikipedia.org/wiki/Ferzan_%C3%96zpetek
2607,Beijing Bicycle,十七岁的单车,Wang Xiaoshuai,"China, Taiwan",0,berlin,2001,https://en.wikipedia.org/wiki/Beijing_Bicycle,https://en.wikipedia.org/wiki/Wang_Xiaoshuai
2608,N/A,La Ciénaga,Lucrecia Martel,"Argentina, France, Spain",0,berlin,2001,https://en.wikipedia.org/wiki/La_Ci%C3%A9naga_(film),https://en.wikipedia.org/wiki/Lucrecia_Martel
2609,Chocolat,Chocolat,Lasse Hallström,"USA, UK",0,berlin,2001,https://en.wikipedia.org/wiki/Chocolat_(2000_film),https://en.wikipedia.org/wiki/Lasse_Hallstr%C3%B6m
2610,N/A,Félix et Lola,Patrice Leconte,France,0,berlin,2001,https://en.wikipedia.org/w/index.php?title=F%C3%A9lix_et_Lola&action=edit&redlink=1,https://en.wikipedia.org/wiki/Patrice_Leconte
2611,Betelnut Beauty,愛你愛我,Lin Cheng-sheng,"Taiwan, France",0,berlin,2001,https://en.wikipedia.org/wiki/Betelnut_Beauty_(film),https://en.wikipedia.org/wiki/Lin_Cheng-sheng
2612,Finding Forrester,Finding Forrester,Gus Van Sant,USA,0,berlin,2001,https://en.wikipedia.org/wiki/Finding_Forrester,https://en.wikipedia.org/wiki/Gus_Van_Sant
2613,Intimacy,Intimacy,Patrice Chéreau,"UK, France",1,berlin,2001,https://en.wikipedia.org/wiki/Intimacy_(2001_film),https://en.wikipedia.org/wiki/Patrice_Ch%C3%A9reau
2614,Inugami,犬神家の一族,Masato Harada,Japan,0,berlin,2001,https://en.wikipedia.org/w/index.php?title=Inugami_(film)&action=edit&redlink=1,https://en.wikipedia.org/wiki/Masato_Harada
2615,Bamboozled,Bamboozled,Spike Lee,USA,0,berlin,2001,https://en.wikipedia.org/wiki/Bamboozled,https://en.wikipedia.org/wiki/Spike_Lee
2616,Italian for Beginners,Italiensk for begyndere,Lone Scherfig,"Denmark, Sweden",0,berlin,2001,https://en.wikipedia.org/wiki/Italian_for_Beginners,https://en.wikipedia.org/wiki/Lone_Scherfig
2617,Joint Security Area,N/A,Park Chan-wook,South Korea,0,berlin,2001,https://en.wikipedia.org/wiki/Joint_Security_Area_(film),https://en.wikipedia.org/wiki/Park_Chan-wook
2618,Kuroe,N/A,Gō Rijū,Japan,0,berlin,2001,https://en.wikipedia.org/w/index.php?title=Kuroe&action=edit&redlink=1,https://en.wikipedia.org/wiki/G%C5%8D_Rij%C5%AB
2619,Little Senegal,N/A,Rachid Bouchareb,"Algeria, France, Germany",0,berlin,2001,https://en.wikipedia.org/wiki/Little_Senegal_(film),https://en.wikipedia.org/wiki/Rachid_Bouchareb
2620,Fat Girl,À ma soeur!,Catherine Breillat,"Ialy, France",0,berlin,2001,https://en.wikipedia.org/wiki/Fat_Girl,https://en.wikipedia.org/wiki/Catherine_Breillat
2621,My Sweet Home,N/A,Filippos Tsitos,"Greece, Germany",0,berlin,2001,https://en.wikipedia.org/w/index.php?title=My_Sweet_Home&action=edit&redlink=1,https://en.wikipedia.org/wiki/Filippos_Tsitos
2622,The Claim,The Claim,Michael Winterbottom,"UK, France, Canada",0,berlin,2001,https://en.wikipedia.org/wiki/The_Claim_(2000_film),https://en.wikipedia.org/wiki/Michael_Winterbottom
2623,The Tailor of Panama,The Tailor of Panama,John Boorman,"USA, Ireland",0,berlin,2001,https://en.wikipedia.org/wiki/The_Tailor_of_Panama,https://en.wikipedia.org/wiki/John_Boorman
2624,Traffic,Traffic,Steven Soderbergh,USA,0,berlin,2001,https://en.wikipedia.org/wiki/Traffic_(2000_film),https://en.wikipedia.org/wiki/Steven_Soderbergh
2625,Weiser,N/A,Wojciech Marczewski,"Poland, Switzerland, Germany",0,berlin,2001,https://en.wikipedia.org/w/index.php?title=Weiser_(film)&action=edit&redlink=1,https://en.wikipedia.org/wiki/Wojciech_Marczewski
2626,Wit,Wit,Mike Nichols,"UK, USA",0,berlin,2001,https://en.wikipedia.org/wiki/Wit,https://en.wikipedia.org/wiki/Mike_Nichols
2627,You're the One,N/A,José Luis Garci,Spain,0,berlin,2001,https://en.wikipedia.org/wiki/You%27re_the_One_(2000_film),https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Garci
2628,Malèna,Malèna,Giuseppe Tornatore,Italy,0,berlin,2001,https://en.wikipedia.org/wiki/Mal%C3%A8na,https://en.wikipedia.org/wiki/Giuseppe_Tornatore
2629,8 Women,N/A,François Ozon,"France, Italy",0,berlin,2002,https://en.wikipedia.org/wiki/8_Women,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Ozon
2630,N/A,Amen.,Costa-Gavras,"France, Germany, Romania, USA",0,berlin,2002,https://en.wikipedia.org/wiki/Amen.,https://en.wikipedia.org/wiki/Costa-Gavras
2631,Baader,N/A,Christopher Roth,"Germany, UK",0,berlin,2002,https://en.wikipedia.org/wiki/Baader_(film),https://en.wikipedia.org/w/index.php?title=Christopher_Roth&action=edit&redlink=1
2632,Bad Guy,N/A,Kim Ki-duk,South Korea,0,berlin,2002,https://en.wikipedia.org/wiki/Bad_Guy_(2001_film),https://en.wikipedia.org/wiki/Kim_Ki-duk
2633,Beneath Clouds,Beneath Clouds,Ivan Sen,Australia,0,berlin,2002,https://en.wikipedia.org/wiki/Beneath_Clouds,https://en.wikipedia.org/wiki/Ivan_Sen
2634,Bloody Sunday,Bloody Sunday,Paul Greengrass,"UK, Ireland",1,berlin,2002,https://en.wikipedia.org/wiki/Bloody_Sunday_(film),https://en.wikipedia.org/wiki/Paul_Greengrass
2635,Burning in the Wind,N/A,Silvio Soldini,"Italy, Switzerland",0,berlin,2002,https://en.wikipedia.org/wiki/Burning_in_the_Wind,https://en.wikipedia.org/wiki/Silvio_Soldini
2636,Bridget,N/A,Amos Kollek,"France, Japan",0,berlin,2002,https://en.wikipedia.org/w/index.php?title=Bridget_(film)&action=edit&redlink=1,https://en.wikipedia.org/wiki/Amos_Kollek
2637,A Map of the Heart,N/A,Dominik Graf,Germany,0,berlin,2002,https://en.wikipedia.org/wiki/A_Map_of_the_Heart,https://en.wikipedia.org/wiki/Dominik_Graf
2638,Grill Point,N/A,Andreas Dresen,Germany,0,berlin,2002,https://en.wikipedia.org/wiki/Grill_Point,https://en.wikipedia.org/wiki/Andreas_Dresen
2639,Heaven,Heaven,Tom Tykwer,"Germany, Italy, USA, France, UK",0,berlin,2002,https://en.wikipedia.org/wiki/Heaven_(2002_film),https://en.wikipedia.org/wiki/Tom_Tykwer
2640,Iris,Iris,Richard Eyre,"USA, UK",0,berlin,2002,https://en.wikipedia.org/wiki/Iris_(2001_film),https://en.wikipedia.org/wiki/Richard_Eyre
2641,Minor Mishaps,N/A,Annette K. Olesen,Denmark,0,berlin,2002,https://en.wikipedia.org/wiki/Minor_Mishaps,https://en.wikipedia.org/wiki/Annette_K._Olesen
2642,KT,N/A,Junji Sakamoto,"Japan, South Korea",0,berlin,2002,https://en.wikipedia.org/wiki/KT_(film),https://en.wikipedia.org/wiki/Junji_Sakamoto
2643,Safe Conduct,N/A,Bertrand Tavernier,"France, Spain, Germany",0,berlin,2002,https://en.wikipedia.org/wiki/Safe_Conduct_(film),https://en.wikipedia.org/wiki/Bertrand_Tavernier
2644,Monster's Ball,Monster's Ball,Marc Forster,"USA, Canada",0,berlin,2002,https://en.wikipedia.org/wiki/Monster%27s_Ball,https://en.wikipedia.org/wiki/Marc_Forster
2645,Monday Morning,N/A,Otar Iosseliani,"France, Italy",0,berlin,2002,https://en.wikipedia.org/wiki/Monday_Morning_(film),https://en.wikipedia.org/wiki/Otar_Iosseliani
2646,Stones,N/A,Ramón Salazar,Spain,0,berlin,2002,https://en.wikipedia.org/wiki/Stones_(2002_film),https://en.wikipedia.org/wiki/Ram%C3%B3n_Salazar_(director)
2647,The Royal Tenenbaums,The Royal Tenenbaums,Wes Anderson,USA,0,berlin,2002,https://en.wikipedia.org/wiki/The_Royal_Tenenbaums,https://en.wikipedia.org/wiki/Wes_Anderson
2648,The Shipping News,The Shipping News,Lasse Hallström,"USA, Canada",0,berlin,2002,https://en.wikipedia.org/wiki/The_Shipping_News_(film),https://en.wikipedia.org/wiki/Lasse_Hallstr%C3%B6m
2649,Spirited Away,N/A,Hayao Miyazaki,Japan,1,berlin,2002,https://en.wikipedia.org/wiki/Spirited_Away,https://en.wikipedia.org/wiki/Hayao_Miyazaki
2650,One Day in August,N/A,Constantine Giannaris,Greece,0,berlin,2002,https://en.wikipedia.org/wiki/One_Day_in_August,https://en.wikipedia.org/wiki/Constantine_Giannaris
2651,Temptations,N/A,Zoltán Kamondi,Hungary,0,berlin,2002,https://en.wikipedia.org/w/index.php?title=Temptations_(2002_film)&action=edit&redlink=1,https://en.wikipedia.org/wiki/Zolt%C3%A1n_Kamondi
2652,25th Hour,25th Hour,Spike Lee,USA,0,berlin,2003,https://en.wikipedia.org/wiki/25th_Hour,https://en.wikipedia.org/wiki/Spike_Lee
2653,Adaptation,Adaptation,Spike Jonze,USA,0,berlin,2003,https://en.wikipedia.org/wiki/Adaptation_(film),https://en.wikipedia.org/wiki/Spike_Jonze
2654,Alexandra's Project,Alexandra's Project,Rolf de Heer,Australia,0,berlin,2003,https://en.wikipedia.org/wiki/Alexandra%27s_Project,https://en.wikipedia.org/wiki/Rolf_de_Heer
2655,Angst,Angst,Oskar Roehler,Germany,0,berlin,2003,https://en.wikipedia.org/wiki/Angst_(2003_film),https://en.wikipedia.org/wiki/Oskar_Roehler
2656,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,George Clooney,"USA, Canada, Germany",0,berlin,2003,https://en.wikipedia.org/wiki/Confessions_of_a_Dangerous_Mind_(film),https://en.wikipedia.org/wiki/George_Clooney
2657,The Flower of Evil,N/A,Claude Chabrol,France,0,berlin,2003,https://en.wikipedia.org/wiki/The_Flower_of_Evil_(film),https://en.wikipedia.org/wiki/Claude_Chabrol
2658,"Good Bye, Lenin!",N/A,Wolfgang Becker,Germany,0,berlin,2003,"https://en.wikipedia.org/wiki/Good_Bye,_Lenin!",https://en.wikipedia.org/wiki/Wolfgang_Becker
2659,The Hours,The Hours,Stephen Daldry,"USA, UK",0,berlin,2003,https://en.wikipedia.org/wiki/The_Hours_(film),https://en.wikipedia.org/wiki/Stephen_Daldry
2660,I'm Not Scared,N/A,Gabriele Salvatores,"Italy, Spain, UK",0,berlin,2003,https://en.wikipedia.org/wiki/I%27m_Not_Scared,https://en.wikipedia.org/wiki/Gabriele_Salvatores
2661,In This World,In This World,Michael Winterbottom,UK,1,berlin,2003,https://en.wikipedia.org/wiki/In_This_World,https://en.wikipedia.org/wiki/Michael_Winterbottom
2662,Yes Nurse! No Nurse!,N/A,Pieter Kramer,Netherlands,0,berlin,2003,https://en.wikipedia.org/wiki/Yes_Nurse!_No_Nurse!,https://en.wikipedia.org/w/index.php?title=Pieter_Kramer&action=edit&redlink=1
2663,Distant Lights,N/A,Hans-Christian Schmid,Germany,0,berlin,2003,https://en.wikipedia.org/wiki/Distant_Lights_(2003_film),https://en.wikipedia.org/wiki/Hans-Christian_Schmid
2664,The Life of David Gale,The Life of David Gale,Alan Parker,"USA, Germany",0,berlin,2003,https://en.wikipedia.org/wiki/The_Life_of_David_Gale,https://en.wikipedia.org/wiki/Alan_Parker
2665,Madame Brouette,N/A,Moussa Sene Absa,"Canada, Senegal, France",0,berlin,2003,https://en.wikipedia.org/w/index.php?title=Madame_Brouette&action=edit&redlink=1,https://en.wikipedia.org/wiki/Moussa_Sene_Absa
2666,Blind Shaft,N/A,Yang Li,"China, Germany, Hong Kong",0,berlin,2003,https://en.wikipedia.org/wiki/Blind_Shaft,https://en.wikipedia.org/wiki/Li_Yang_(director)
2667,My Life Without Me,N/A,Isabel Coixet,"Spain, Canada",0,berlin,2003,https://en.wikipedia.org/wiki/My_Life_Without_Me,https://en.wikipedia.org/wiki/Isabel_Coixet
2668,Small Cuts,N/A,Pascal Bonitzer,"France, UK",0,berlin,2003,https://en.wikipedia.org/w/index.php?title=Small_Cuts&action=edit&redlink=1,https://en.wikipedia.org/wiki/Pascal_Bonitzer
2669,Spare Parts,N/A,Damjan Kozole,Slovenia,0,berlin,2003,https://en.wikipedia.org/wiki/Spare_Parts_(2003_film),https://en.wikipedia.org/wiki/Damjan_Kozole
2670,Solaris,Solaris,Steven Soderbergh,USA,0,berlin,2003,https://en.wikipedia.org/wiki/Solaris_(2002_film),https://en.wikipedia.org/wiki/Steven_Soderbergh
2671,His Brother,Son frère,Patrice Chéreau,France,0,berlin,2003,https://en.wikipedia.org/wiki/His_Brother_(film),https://en.wikipedia.org/wiki/Patrice_Ch%C3%A9reau
2672,The Twilight Samurai,N/A,Yōji Yamada,Japan,0,berlin,2003,https://en.wikipedia.org/wiki/The_Twilight_Samurai,https://en.wikipedia.org/wiki/Y%C5%8Dji_Yamada
2673,Hero,N/A,Yimou Zhang,"China, Hong Kong",0,berlin,2003,https://en.wikipedia.org/wiki/Hero_(2002_film),https://en.wikipedia.org/wiki/Yimou_Zhang
2674,20 30 40,N/A,Sylvia Chang,"Hong Kong, Taiwan, Japan",0,berlin,2004,https://en.wikipedia.org/wiki/20_30_40,https://en.wikipedia.org/wiki/Sylvia_Chang
2675,25 Degrees in Winter,N/A,Stéphane Vuillet,"Belgium, France, Russia, Spain",0,berlin,2004,https://en.wikipedia.org/wiki/25_Degrees_in_Winter,N/A
2676,Just A Kiss...,Ae Fond Kiss...,Ken Loach,"UK, Belgium, Germany, Italy, Spain",0,berlin,2004,https://en.wikipedia.org/wiki/Ae_Fond_Kiss...,https://en.wikipedia.org/wiki/Ken_Loach
2677,The Beautiful Country,The Beautiful Country,Hans Petter Moland,"USA, Norway",0,berlin,2004,https://en.wikipedia.org/wiki/The_Beautiful_Country,https://en.wikipedia.org/wiki/Hans_Petter_Moland
2678,Before Sunset,Before Sunset,Richard Linklater,USA,0,berlin,2004,https://en.wikipedia.org/wiki/Before_Sunset,https://en.wikipedia.org/wiki/Richard_Linklater
2679,Intimate Strangers,N/A,Patrice Leconte,France,0,berlin,2004,https://en.wikipedia.org/wiki/Intimate_Strangers_(2004_film),https://en.wikipedia.org/wiki/Patrice_Leconte
2680,Head-On,N/A,Fatih Akın,"Germany, Turkey",1,berlin,2004,https://en.wikipedia.org/wiki/Head-On_(film),https://en.wikipedia.org/wiki/Fatih_Ak%C4%B1n
2681,In My Country,In My Country,John Boorman,"UK, Ireland, South Africa",0,berlin,2004,https://en.wikipedia.org/wiki/In_My_Country,https://en.wikipedia.org/wiki/John_Boorman
2682,Nightsongs [de],N/A,Romuald Karmakar,Germany,0,berlin,2004,https://en.wikipedia.org/w/index.php?title=Die_Nacht_singt_ihre_Lieder&action=edit&redlink=1,https://en.wikipedia.org/wiki/Romuald_Karmakar
2683,Lost Embrace,N/A,Daniel Burman,"Argentina, France, Italy, Spain",0,berlin,2004,https://en.wikipedia.org/wiki/Lost_Embrace,https://en.wikipedia.org/wiki/Daniel_Burman
2684,Red Lights,N/A,Cédric Kahn,France,0,berlin,2004,https://en.wikipedia.org/wiki/Red_Lights_(2004_film),https://en.wikipedia.org/wiki/C%C3%A9dric_Kahn
2685,In Your Hands,N/A,Annette K. Olesen,Denmark,0,berlin,2004,https://en.wikipedia.org/wiki/In_Your_Hands_(2004_film),N/A
2686,Your Next Life,N/A,Manuel Gutiérrez Aragón,Spain,0,berlin,2004,N/A,https://en.wikipedia.org/wiki/Manuel_Guti%C3%A9rrez_Arag%C3%B3n
2687,Maria Full of Grace,Maria Full of Grace,Joshua Marston,"USA, Colombia",0,berlin,2004,https://en.wikipedia.org/wiki/Maria_Full_of_Grace,https://en.wikipedia.org/wiki/Joshua_Marston
2688,Monster,Monster,Patty Jenkins,"USA, Germany",0,berlin,2004,https://en.wikipedia.org/wiki/Monster_(2003_film),https://en.wikipedia.org/wiki/Patty_Jenkins
2689,Daybreak,N/A,Björn Runge,Sweden,0,berlin,2004,N/A,https://en.wikipedia.org/wiki/Bj%C3%B6rn_Runge
2690,First Love,N/A,Matteo Garrone,Italy,0,berlin,2004,https://en.wikipedia.org/wiki/First_Love_(2004_drama_film),https://en.wikipedia.org/wiki/Matteo_Garrone
2691,Samaritan Girl,N/A,Kim Ki-duk,South Korea,0,berlin,2004,https://en.wikipedia.org/wiki/Samaritan_Girl,https://en.wikipedia.org/wiki/Kim_Ki-duk
2692,Witnesses,N/A,Vinko Brešan,Croatia,0,berlin,2004,https://en.wikipedia.org/wiki/Witnesses_(2003_film),https://en.wikipedia.org/wiki/Vinko_Bre%C5%A1an
2693,The Final Cut,The Final Cut,Omar Naim,"Canada, Germany",0,berlin,2004,https://en.wikipedia.org/wiki/The_Final_Cut_(2004_film),https://en.wikipedia.org/wiki/Omar_Naim
2694,The Missing,The Missing,Ron Howard,USA,0,berlin,2004,https://en.wikipedia.org/wiki/The_Missing_(2003_film),https://en.wikipedia.org/wiki/Ron_Howard
2695,Triple Agent,N/A,Éric Rohmer,"France, Spain, Italy, Greece, Russia",0,berlin,2004,https://en.wikipedia.org/wiki/Triple_Agent,https://en.wikipedia.org/wiki/%C3%89ric_Rohmer
2696,Trilogy: The Weeping Meadow,N/A,Theodoros Angelopoulos,"Greece, Germany, France, Italy",0,berlin,2004,https://en.wikipedia.org/wiki/Trilogy:_The_Weeping_Meadow,https://en.wikipedia.org/wiki/Theodoros_Angelopoulos
2697,Sometimes in April,N/A,Raoul Peck,"France, USA, Rwanda",0,berlin,2005,https://en.wikipedia.org/wiki/Sometimes_in_April,https://en.wikipedia.org/wiki/Raoul_Peck
2698,Accused,Anklaget,Jacob Thuesen,Denmark,0,berlin,2005,https://en.wikipedia.org/wiki/Anklaget,N/A
2699,Asylum,Asylum,David Mackenzie,"UK, Ireland",0,berlin,2005,https://en.wikipedia.org/wiki/Asylum_(2005_film),https://en.wikipedia.org/wiki/David_Mackenzie_(director)
2700,The Beat That My Heart Skipped,N/A,Jacques Audiard,France,0,berlin,2005,https://en.wikipedia.org/wiki/The_Beat_That_My_Heart_Skipped,https://en.wikipedia.org/wiki/Jacques_Audiard
2701,Ghosts,Gespenster,Christian Petzold,Germany,0,berlin,2005,https://en.wikipedia.org/wiki/Ghosts_(2005_film),https://en.wikipedia.org/wiki/Christian_Petzold_(director)
2702,In Good Company,In Good Company,Paul Weitz,USA,0,berlin,2005,https://en.wikipedia.org/wiki/In_Good_Company_(2004_film),https://en.wikipedia.org/wiki/Paul_Weitz_(filmmaker)
2703,U-Carmen eKhayelitsha,N/A,Mark Dornford-May,South Africa,1,berlin,2005,https://en.wikipedia.org/wiki/U-Carmen_eKhayelitsha,https://en.wikipedia.org/wiki/Mark_Dornford-May
2704,The Hidden Blade,N/A,Yōji Yamada,Japan,0,berlin,2005,https://en.wikipedia.org/wiki/The_Hidden_Blade,https://en.wikipedia.org/wiki/Y%C5%8Dji_Yamada
2705,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,Wes Anderson,USA,0,berlin,2005,https://en.wikipedia.org/wiki/The_Life_Aquatic_with_Steve_Zissou,https://en.wikipedia.org/wiki/Wes_Anderson
2706,Man to Man,N/A,Régis Wargnier,"France, South Africa, UK",0,berlin,2005,https://en.wikipedia.org/wiki/Man_to_Man_(2005_film),https://en.wikipedia.org/wiki/R%C3%A9gis_Wargnier
2707,Words in Blue,Les Mots bleus,Alain Corneau,France,0,berlin,2005,https://en.wikipedia.org/wiki/Words_in_Blue,https://en.wikipedia.org/wiki/Alain_Corneau
2708,One Day in Europe,N/A,Hannes Stöhr,"Germany, Spain",0,berlin,2005,https://en.wikipedia.org/wiki/One_Day_in_Europe,N/A
2709,Paradise Now,N/A,Hany Abu-Assad,"Palestine, France, Germany, Netherlands, Israel",0,berlin,2005,https://en.wikipedia.org/wiki/Paradise_Now,https://en.wikipedia.org/wiki/Hany_Abu-Assad
2710,Peacock,N/A,Gu Changwei,China,0,berlin,2005,https://en.wikipedia.org/wiki/Peacock_(2005_film),https://en.wikipedia.org/wiki/Gu_Changwei
2711,The Last Mitterrand,Le promeneur du champ de Mars,Robert Guédiguian,France,0,berlin,2005,https://en.wikipedia.org/wiki/The_Last_Mitterrand,https://en.wikipedia.org/wiki/Robert_Gu%C3%A9diguian
2712,"Smalltown, Italy",N/A,Stefano Mordini,Italy,0,berlin,2005,N/A,N/A
2713,The Sun,N/A,Alexander Sokurov,"Russia, France, Italy, Switzerland",0,berlin,2005,https://en.wikipedia.org/wiki/The_Sun_(film),https://en.wikipedia.org/wiki/Alexander_Sokurov
2714,Sophie Scholl – The Final Days,N/A,Marc Rothemund,"Germany, Spain",0,berlin,2005,https://en.wikipedia.org/wiki/Sophie_Scholl_%E2%80%93_The_Final_Days,https://en.wikipedia.org/wiki/Marc_Rothemund
2715,Fateless,N/A,Lajos Koltai,"Hungary, Germany, UK",0,berlin,2005,https://en.wikipedia.org/wiki/Fateless_(film),N/A
2716,Changing Times,N/A,André Téchiné,France,0,berlin,2005,https://en.wikipedia.org/wiki/Changing_Times_(film),https://en.wikipedia.org/wiki/Andr%C3%A9_T%C3%A9chin%C3%A9
2717,Thumbsucker,Thumbsucker,Mike Mills,USA,0,berlin,2005,https://en.wikipedia.org/wiki/Thumbsucker_(film),https://en.wikipedia.org/wiki/Mike_Mills_(director)
2718,The Wayward Cloud,天邊一朵雲,Tsai Ming-liang,"France, Taiwan",0,berlin,2005,https://en.wikipedia.org/wiki/The_Wayward_Cloud,https://en.wikipedia.org/wiki/Tsai_Ming-liang
2719,A Prairie Home Companion,A Prairie Home Companion,Robert Altman,USA,0,berlin,2006,https://en.wikipedia.org/wiki/A_Prairie_Home_Companion_(film),https://en.wikipedia.org/wiki/Robert_Altman
